,name,address,district,ratings,review_count,opening_hours,opening_hours_span,email_address,phones,web_page,payment_methods,products,services,marks,coordinates
156,Bowling Bar v Park Holiday,"Květnového povstání 194, 103 00 Praha",Praha 10,0.0,0,,,pavel.krapacek@parkholiday.cz,{'Pavel Křapáček - F&B Manager': '+420 267 268 530'},,,,,,"{'latitude': 50.0113179, 'longitude': 14.6034555}"
157,BOWLING CENTRUM VIP,"V Celnici 10/1028, 110 00 Praha 1-Nové Město",Praha 1,0.0,0,,,khokhlova@bowlingran.cz,"{'hlavní telefon': '+420 221 033 020', 'další telefon': '+420 222 510 394', 'mobilní telefon': '+420 739 026 558'}",http://www.bowlingran.cz,['hotově'],,['kuželny'],,"{'latitude': 50.088013, 'longitude': 14.432102}"
158,BOWLING PATIUM ZBRASLAV,"Žitavského 496, 156 00 Praha-Zbraslav-Zbraslav",Praha 5,0.0,0,"{'Po': '15 - 23:59', 'Út': '15 - 23:59', 'St': '15 - 23:59', 'Čt': '15 - 23:59', 'Pá': '15 - 23:59', 'So': '12 - 23:59', 'Ne': '12 - 22'}","{'Po': 8.98, 'Út': 8.98, 'St': 8.98, 'Čt': 8.98, 'Pá': 8.98, 'So': 11.98, 'Ne': 10.0}",info@patium.cz,{'hlavní telefon': '+420 296 384 991'},http://www.patium.cz,['hotově'],,,,"{'latitude': 49.97393, 'longitude': 14.394685}"
159,Božská komedie - Libuš,"Libušská 325/160, 142 00 Praha",Praha 4,0.0,0,,,rezervace@bozskakomedie.cz,{'hlavní telefon': '+420 244 462 007'},http://www.bozskakomedie.cz/,,,,,"{'latitude': 50.0059308, 'longitude': 14.4639444}"
160,Brasserie La Gare a Boutiques Gourmandes,"V Celnici 1038/3, 110 00 Praha 1-Nové Město",Praha 1,0.0,0,"{'Po': '8 - 23:59', 'Út': '8 - 23:59', 'St': '8 - 23:59', 'Čt': '8 - 23:59', 'Pá': '8 - 23:59', 'So': '8 - 23:59', 'Ne': '8 - 23:59'}","{'Po': 15.98, 'Út': 15.98, 'St': 15.98, 'Čt': 15.98, 'Pá': 15.98, 'So': 15.98, 'Ne': 15.98}",info@lagare.cz,"{'hlavní telefon': '+420 222 313 712', 'další telefon': '+420 602 502 906'}",http://www.lagare.cz,"['CHEQUEDEJEUNER', 'VISA', 'hotově', 'MASTERCARD', 'SODEXO']",,"['Vlastní pekárna a lahůdkářství', 'Nedělní brunch  10:00 - 15:00', 'Dětský koutek - profesionální hlídání dětí']",,"{'latitude': 50.088459, 'longitude': 14.4305932}"
161,"BRASSERIE MOZART, spol. s r.o.","Pařížská 22/128, 110 00 Praha 1-Josefov",Praha 1,0.0,0,,,,{'hlavní telefon': '+420 724 992 936'},,,,,,"{'latitude': 50.090165, 'longitude': 14.419235}"
162,"BRASSERIE MOZART, spol. s r.o.","Bolebořská 8/677, 184 00 Praha-Dolní Chabry-Dolní Chabry",Praha 8,0.0,0,,,,{'hlavní telefon': '+420 222 318 605'},,,,,,"{'latitude': 50.148462, 'longitude': 14.449192}"
163,BRAZIL FOOD s.r.o.,"U Radnice 8/13, 110 00 Praha 1-Staré Město",Praha 1,0.0,0,,,,"{'hlavní telefon': '+420 224 234 480', 'další telefon': '+420 224 234 483'}",,,,,,"{'latitude': 50.087484, 'longitude': 14.419439}"
164,Bredovský dvůr,"Politických vězňů 935/13, 110 00 Praha 1-Nové Město",Praha 1,0.0,0,"{'Po': '11 - 23:59', 'Út': '11 - 23:59', 'St': '11 - 23:59', 'Čt': '11 - 23:59', 'Pá': '11 - 23:59', 'So': '11 - 23:59', 'Ne': '11 - 23'}","{'Po': 12.98, 'Út': 12.98, 'St': 12.98, 'Čt': 12.98, 'Pá': 12.98, 'So': 12.98, 'Ne': 12.0}",,{'hlavní telefon': '+420 224 215 428'},http://www.bredovskydvur.unas.cz,"['American Express', 'MASTERCARD', 'VISA']","['Nabídka jídel', 'Alkoholické nápoje', 'Nealkoholické nápoje']",,,"{'latitude': 50.0824806, 'longitude': 14.430021}"
165,BROOKLYN-FANTASIE s.r.o.,"Hábova 5/1517, 155 00 Praha 13-Stodůlky",Praha 5,0.0,0,,,,"{'hlavní telefon': '+420 235 518 739', 'další telefon': '+420 235 518 737'}",,,,,,"{'latitude': 50.046651, 'longitude': 14.309336}"
166,"BRUSELSKÁ, s.r.o.","Bruselská 8/328, 120 00 Praha 2-Vinohrady",Praha 2,0.0,0,,,,"{'hlavní telefon': '+420 736 490 167', 'další telefon': '+420 736 490 168'}",,,,,,"{'latitude': 50.072257, 'longitude': 14.434514}"
167,Bruxx,"náměstí Míru 9/820, 120 00 Praha 2-Vinohrady",Praha 2,0.0,0,"{'Po': '11 - 23:59', 'Út': '11 - 23:59', 'St': '11 - 23:59', 'Čt': '11 - 23:59', 'Pá': ['0 - 1', '11 - 23:59'], 'So': ['0 - 1', '11:30 - 23:59'], 'Ne': ['0 - 1', '11:30 - 23:30']}","{'Po': 12.98, 'Út': 12.98, 'St': 12.98, 'Čt': 12.98, 'Pá': 13.98, 'So': 13.48, 'Ne': 13.0}",info@bruxx.cz,{'hlavní telefon': '+420 224 250 404'},http://www.bruxx.cz,,,,,"{'latitude': 50.075626, 'longitude': 14.437939}"
168,BUDDLEIA s.r.o.,"Pod Karlovem 1574/12, 120 00 Praha 2-Vinohrady",Praha 2,0.0,0,,,,"{'hlavní telefon': '+420 222 561 021', 'další telefon': '+420 222 522 482'}",,,,,,"{'latitude': 50.0679073, 'longitude': 14.4333662}"
169,BUDVARKA,"Wuchterlova 22/336, 160 00 Praha 6-Dejvice",Praha 6,0.0,0,"{'Po': '11 - 23:59', 'Út': '11 - 23:59', 'St': '11 - 23:59', 'Čt': '11 - 23:59', 'Pá': '11 - 23:59', 'So': '11 - 23:59', 'Ne': '11 - 23:59'}","{'Po': 12.98, 'Út': 12.98, 'St': 12.98, 'Čt': 12.98, 'Pá': 12.98, 'So': 12.98, 'Ne': 12.98}",,{'hlavní telefon': '+420 222 960 820'},,['hotově'],,['pohostinství'],['Budvar'],"{'latitude': 50.098231, 'longitude': 14.396201}"
170,BUGSY S,"Pařížská 10/1068, 110 00 Praha 1-Staré Město",Praha 1,80.0,1,"{'Po': ['0 - 2', '19 - 23:59'], 'Út': ['0 - 2', '19 - 23:59'], 'St': ['0 - 2', '19 - 23:59'], 'Čt': ['0 - 2', '19 - 23:59'], 'Pá': ['0 - 2', '19 - 23:59'], 'So': ['0 - 2', '19 - 23:59'], 'Ne': ['0 - 2', '19 - 23:59']}","{'Po': 6.98, 'Út': 6.98, 'St': 6.98, 'Čt': 6.98, 'Pá': 6.98, 'So': 6.98, 'Ne': 6.98}",,{'hlavní telefon': '+420 224 810 287'},,['hotově'],,,,"{'latitude': 50.08884, 'longitude': 14.419968}"
171,Bull Dog´s Dart´s Pub,"Ohradní 24b/1443, 140 00 Praha 4-Michle",Praha 4,0.0,0,"{'Po': '10:30 - 23:59', 'Út': '10:30 - 23:59', 'St': '10:30 - 23:59', 'Čt': '10:30 - 23:59', 'Pá': '10:30 - 23:59', 'So': ['0 - 1', '14 - 23:59'], 'Ne': ['0 - 1', '14 - 22']}","{'Po': 13.48, 'Út': 13.48, 'St': 13.48, 'Čt': 13.48, 'Pá': 13.48, 'So': 10.98, 'Ne': 9.0}",info@bulldogspub.cz,{'hlavní telefon': '+420 241 481 214'},http://www.bulldogspub.cz,,,,,"{'latitude': 50.05231, 'longitude': 14.45651}"
172,Bull Dog´s Dart´s Pub,"Ohradní 1443/24B, 140 00 Praha 4-Michle",Praha 4,0.0,0,,,,{'hlavní telefon': '+420 241 481 214'},,['hotově'],,['restaurace'],,"{'latitude': 50.0523074, 'longitude': 14.4565214}"
173,"BERÁNEK Praha, s.r.o.","Nebušická 93, 164 00 Praha-Nebušice-Nebušice",Praha 6,0.0,0,"{'Po': '0 - 24', 'Út': '0 - 24', 'St': '0 - 24', 'Čt': '0 - 24', 'Pá': '0 - 24', 'So': '0 - 24', 'Ne': '0 - 24'}","{'Po': 24.0, 'Út': 24.0, 'St': 24.0, 'Čt': 24.0, 'Pá': 24.0, 'So': 24.0, 'Ne': 24.0}",reservation@dolcevilla.cz,{'hlavní telefon': '+420 220 199 510'},http://www.svatbavdolcevilla.cz,,,,,"{'latitude': 50.110597, 'longitude': 14.332472}"
174,Burger's Friends,"Na příkopě 23/957, 110 00 Praha 1-Staré Město",Praha 1,0.0,0,,,info@burgersfriends.com,{'hlavní telefon': '+420 224 283 555'},http://burgersfriends.com,,,,,"{'latitude': 50.08598, 'longitude': 14.42581}"
175,"Burrito Loco, s.r.o.","Štefánikova 7/230, 150 00 Praha 5-Smíchov",Praha 5,0.0,0,"{'Po': '0 - 24', 'Út': '0 - 24', 'St': '0 - 24', 'Čt': '0 - 24', 'Pá': '0 - 24', 'So': '0 - 24', 'Ne': '0 - 24'}","{'Po': 24.0, 'Út': 24.0, 'St': 24.0, 'Čt': 24.0, 'Pá': 24.0, 'So': 24.0, 'Ne': 24.0}",info@burritoloco.cz,{'hlavní telefon': '+420 606 039 333'},http://burritoloco.cz,"['SODEXO', 'TICKETRESTAURANT', 'hotově']",,,,"{'latitude': 50.072684, 'longitude': 14.403502}"
176,Buta Restaurant and Lounge,"Navrátilova 11/1421, 110 00 Praha 1-Nové Město",Praha 1,0.0,0,"{'Po': '11 - 23:59', 'Út': '11 - 23:59', 'St': '11 - 23:59', 'Čt': '11 - 23:59', 'Pá': '11 - 23:59', 'So': ['0 - 1', '11 - 23:59'], 'Ne': ['0 - 1', '11 - 23:59']}","{'Po': 12.98, 'Út': 12.98, 'St': 12.98, 'Čt': 12.98, 'Pá': 12.98, 'So': 13.98, 'Ne': 13.98}",,{'hlavní telefon': '+420 774 433 030'},http://buta-prague.com,['hotově'],,['on-line rezervace'],,"{'latitude': 50.07877, 'longitude': 14.42342}"
177,Butcher's Grill & Pasta,"Mlynářská 3/1216, 110 00 Praha 1-Nové Město",Praha 1,0.0,0,"{'Po': '11 - 23', 'Út': '11 - 23', 'St': '11 - 23', 'Čt': '11 - 23', 'Pá': '11 - 23', 'So': '11 - 23', 'Ne': '11 - 23'}","{'Po': 12.0, 'Út': 12.0, 'St': 12.0, 'Čt': 12.0, 'Pá': 12.0, 'So': 12.0, 'Ne': 12.0}",praha@butchers.cz,{'hlavní telefon': '+420 296 150 153'},http://www.butchers.cz,['hotově'],"['Předkrmy, Saláty, Dezerty', 'Burgery, Sendviče, Steaky', 'Polévky, Těstoviny, Nápoje']",['Restaurační'],,"{'latitude': 50.09227, 'longitude': 14.43381}"
178,C'EST LA VIE,"Říční 1/563, 118 00 Praha 1-Malá Strana",Praha 1,0.0,0,,,,{'hlavní telefon': '+420 721 158 403'},,,,,,"{'latitude': 50.081952, 'longitude': 14.407591}"
179,CaA & KOVO spol. s r.o.,"Letenské sady 173, 170 00 Praha 7-Holešovice",Praha 7,0.0,0,,,,{'hlavní telefon': '+420 233 323 641'},,,,,,"{'latitude': 50.093635, 'longitude': 14.412622}"
180,CAFÉ - RESTAURANT BERTRAMKA,"Mozartova 169, 150 00 Praha",Praha 5,0.0,0,,,,"{'hlavní telefon': '+420 257 327 732', 'další telefon': '+420 602 391 740'}",,,,,,"{'latitude': 50.071379, 'longitude': 14.396473}"
181,CAFE - RESTAURANT U ČARODĚJEK,"Rámová 4/738, 110 00 Praha 1-Staré Město",Praha 1,0.0,0,,,,{'hlavní telefon': '+420 222 314 957'},,,,,,"{'latitude': 50.090288, 'longitude': 14.424168}"
182,Café & Restaurant Slavia a.s.,"Smetanovo nábřeží 1012/2, 110 00 Praha 1-Staré Město",Praha 1,0.0,0,"{'Po': '8 - 23:59', 'Út': '8 - 23:59', 'St': '8 - 23:59', 'Čt': '8 - 23:59', 'Pá': '8 - 23:59', 'So': '9 - 23:59', 'Ne': '9 - 23:59'}","{'Po': 15.98, 'Út': 15.98, 'St': 15.98, 'Čt': 15.98, 'Pá': 15.98, 'So': 14.98, 'Ne': 14.98}",,"{'hlavní telefon': '+420 224 216 244', 'další telefon': '+420 224 218 493'}",http://www.cafeslavia.cz,['hotově'],,,,"{'latitude': 50.0817319, 'longitude': 14.4132162}"
183,Café B. Braun - PRAGUE Expertise s.r.o.,"Sokolská 31/490, 120 00 Praha 2-Nové Město",Praha 2,0.0,0,"{'Po': '8 - 21', 'Út': '8 - 21', 'St': '8 - 21', 'Čt': '8 - 21', 'Pá': '8 - 21', 'So': None, 'Ne': None}","{'Po': 13.0, 'Út': 13.0, 'St': 13.0, 'Čt': 13.0, 'Pá': 13.0, 'So': None, 'Ne': None}",info@cafebbraun.cz,{'hlavní telefon': '+420 777 757 267'},http://www.cafebbraun.cz,,,['restaurace'],,"{'latitude': 50.07501, 'longitude': 14.4288}"
184,Cafe Buddha,"Balbínova 19/403, 120 00 Praha 2-Vinohrady",Praha 2,0.0,0,,,info@cafebuddha.cz,{'hlavní telefon': '+420 606 980 612'},http://balbinova.cafebuddha.cz,,,['rozvoz jídel'],,"{'latitude': 50.07882, 'longitude': 14.43512}"
185,CAFE DE PARIS,"Maltézské náměstí 4/537, 118 00 Praha 1-Malá Strana",Praha 1,100.0,1,"{'Po': '12 - 23:59', 'Út': '12 - 23:59', 'St': '12 - 23:59', 'Čt': '12 - 23:59', 'Pá': '12 - 23:59', 'So': '12 - 23:59', 'Ne': '12 - 23:59'}","{'Po': 11.98, 'Út': 11.98, 'St': 11.98, 'Čt': 11.98, 'Pá': 11.98, 'So': 11.98, 'Ne': 11.98}",,{'hlavní telefon': '+420 603 160 718'},,['hotově'],,['restaurace'],,"{'latitude': 50.08576, 'longitude': 14.40507}"
186,CAFÉ IMPERIAL,"Na Poříčí 15/1072, 110 00 Praha 1-Nové Město",Praha 1,57.0,3,"{'Po': '7 - 23', 'Út': '7 - 23', 'St': '7 - 23', 'Čt': '7 - 23', 'Pá': '7 - 23', 'So': '7 - 23', 'Ne': '7 - 23'}","{'Po': 16.0, 'Út': 16.0, 'St': 16.0, 'Čt': 16.0, 'Pá': 16.0, 'So': 16.0, 'Ne': 16.0}",cafe@hotel-imperial.cz,{'hlavní telefon': '+420 246 011 440'},http://www.cafeimperial.cz,"['SODEXO', 'CHEQUEDEJEUNER', 'TICKETRESTAURANT', 'hotově']","['Česká a mezinárodní kuchyně', 'Čepované pivo', 'Denní menu']","['Klimatizace', 'Nekuřácká restaurace', 'Firemní akce']",,"{'latitude': 50.08984, 'longitude': 14.43285}"
187,Café Lounge & Restaurant,"náměstí Míru 6/1234, 120 00 Praha 2-Vinohrady",Praha 2,0.0,0,"{'Po': '11 - 23:59', 'Út': '11 - 23:59', 'St': '11 - 23:59', 'Čt': '11 - 23:59', 'Pá': '11 - 23:59', 'So': '11 - 23:59', 'Ne': None}","{'Po': 12.98, 'Út': 12.98, 'St': 12.98, 'Čt': 12.98, 'Pá': 12.98, 'So': 12.98, 'Ne': None}",reservations@saharacafe.com,{'hlavní telefon': '+420 222 514 987'},http://www.saharacafe.com,,,,,"{'latitude': 50.07616, 'longitude': 14.43636}"
188,"Café Prados - Prados Plus, s.r.o.","Vodičkova 41/791, 110 00 Praha 1-Nové Město",Praha 1,0.0,0,"{'Po': '9 - 22', 'Út': '9 - 22', 'St': '9 - 22', 'Čt': '9 - 22', 'Pá': '9 - 22', 'So': '10 - 22', 'Ne': '11 - 22'}","{'Po': 13.0, 'Út': 13.0, 'St': 13.0, 'Čt': 13.0, 'Pá': 13.0, 'So': 12.0, 'Ne': 11.0}",pradosplus@email.cz,"{'mobilní telefon': '+420 603 551 839', 'hlavní telefon': '+420 739 614 749'}",http://www.cafeprados.cz,,,['Wi-Fi'],,"{'latitude': 50.08197, 'longitude': 14.42554}"
189,CAFE RESTAURANT,"Pohořelec 10/145, 118 00 Praha 1-Hradčany",Praha 1,0.0,0,,,,{'hlavní telefon': '+420 220 516 731'},,,,,,"{'latitude': 50.087343, 'longitude': 14.389014}"
190,Cafe restaurant Colibri,"Dittrichova 25/1773, 120 00 Praha 2-Nové Město",Praha 2,0.0,0,,,restaurace@colibricafe.cz,{'hlavní telefon': '+420 222 516 167'},http://www.colibricafe.cz,,,['polední menu'],,"{'latitude': 50.07613, 'longitude': 14.41525}"
191,Café Restaurant Hřiště,"U Arborky 397, 190 15 Praha-Satalice-Satalice",Praha 9,0.0,0,"{'Po': '11 - 23', 'Út': '11 - 23', 'St': '11 - 23', 'Čt': '11 - 23', 'Pá': '11 - 23', 'So': '11 - 23', 'Ne': '11 - 23'}","{'Po': 12.0, 'Út': 12.0, 'St': 12.0, 'Čt': 12.0, 'Pá': 12.0, 'So': 12.0, 'Ne': 12.0}",spinkova@vsude-dobre.cz,{'hlavní telefon': '+420 734 851 030'},http://www.restauranthriste.cz,['hotově'],,"['Kavárna', 'Nekuřácká restaurace', 'Projekce']",,"{'latitude': 50.122905, 'longitude': 14.568619}"
192,CAFÉ RESTAURANT PALANDA,"Zlatnická 11/1122, 110 00 Praha 1-Nové Město",Praha 1,82.0,1,"{'Po': '11 - 23', 'Út': '11 - 23', 'St': '11 - 23', 'Čt': '11 - 23', 'Pá': '11 - 23', 'So': '11 - 23', 'Ne': None}","{'Po': 12.0, 'Út': 12.0, 'St': 12.0, 'Čt': 12.0, 'Pá': 12.0, 'So': 12.0, 'Ne': None}",zlatnicka11@seznam.cz,{'hlavní telefon': '+420 777 700 422'},http://www.cafepalanda.cz,"['hotově', 'CHEQUEDEJEUNER', 'VISA', 'TICKETRESTAURANT', 'MASTERCARD', 'DINERSCLUB']",,"['wifi zdarma', 'Nekuřácká část']",,"{'latitude': 50.090428, 'longitude': 14.431481}"
193,Cafe Restaurant SCONTO - Černý Most,"Chlumecká 765/6, 198 00 Praha 9-Černý Most",Praha 9,0.0,0,,,info@cafesconto.cz,{'hlavní telefon': '+420 281 916 468'},http://www.cafesconto.cz,,,,,"{'latitude': 50.108793, 'longitude': 14.5832921}"
194,Cafe Restaurant SCONTO - Stodůlky,"Jeremiášova 947/16, 155 00 Praha 13-Stodůlky",Praha 5,0.0,0,,,info@cafesconto.cz,{'hlavní telefon': '+420 257 893 226'},http://www.cafesconto.cz,,,,,"{'latitude': 50.0552325, 'longitude': 14.310733}"
195,Café Revenir,"Opatovická 16/168, 110 00 Praha 1-Nové Město",Praha 1,0.0,0,"{'Po': '11 - 22', 'Út': '11 - 22', 'St': '11 - 22', 'Čt': '11 - 22', 'Pá': '11 - 23', 'So': '11 - 23', 'Ne': '11 - 21'}","{'Po': 11.0, 'Út': 11.0, 'St': 11.0, 'Čt': 11.0, 'Pá': 12.0, 'So': 12.0, 'Ne': 10.0}",info@caferevenir.cz,{'hlavní telefon': '+420 722 788 898'},http://caferevenir.wix.com,,,['klub'],,"{'latitude': 50.07953, 'longitude': 14.41778}"
196,Café Rico,"Klapkova 1848/17, 182 00 Praha 8-Kobylisy",Praha 8,0.0,0,,,info@caferico.cz,{'hlavní telefon': '+420 601 370 143'},http://caferico.cz,,,,,"{'latitude': 50.1234298, 'longitude': 14.4557938}"
197,Café Sladkovský,"Sevastopolská 17/48, 101 00 Praha 10-Vršovice",Praha 10,0.0,0,"{'Po': ['0 - 1', '10 - 23:59'], 'Út': ['0 - 1', '10 - 23:59'], 'St': ['0 - 1', '10 - 23:59'], 'Čt': ['0 - 1', '10 - 23:59'], 'Pá': ['0 - 1', '10 - 23:59'], 'So': ['0 - 1', '17 - 23:59'], 'Ne': ['0 - 1', '11 - 23:59']}","{'Po': 14.98, 'Út': 14.98, 'St': 14.98, 'Čt': 14.98, 'Pá': 14.98, 'So': 7.98, 'Ne': 13.98}",info@cafesladkovsky.cz,{'hlavní telefon': '+420 776 772 478'},http://cafesladkovsky.cz,,,,,"{'latitude': 50.07104, 'longitude': 14.4489}"
198,CAFE U FÍLŮ - RESTAURANT,"Klimentská 2/1203, 110 00 Praha 1-Nové Město",Praha 1,0.0,0,,,,{'hlavní telefon': '+420 603 824 861'},,,,,,"{'latitude': 50.091377, 'longitude': 14.428068}"
199,CAFFEINE s.r.o.,"Dukelských hrdinů 26/407, 170 00 Praha 7-Holešovice",Praha 7,100.0,1,,,info@caffeineprague.cz,{'hlavní telefon': '+420 223 005 508'},http://www.caffeineprague.cz,,,,,"{'latitude': 50.100851, 'longitude': 14.433558}"
200,Caffrey's Irish Bar,"Staroměstské náměstí 10/608, 110 00 Praha 1-Staré Město",Praha 1,0.0,0,"{'Po': ['0 - 1', '9 - 23:59'], 'Út': ['0 - 1', '9 - 23:59'], 'St': ['0 - 1', '9 - 23:59'], 'Čt': ['0 - 1', '9 - 23:59'], 'Pá': ['0 - 1', '9 - 23:59'], 'So': ['0 - 2', '9 - 23:59'], 'Ne': ['0 - 2', '9 - 23:59']}","{'Po': 15.98, 'Út': 15.98, 'St': 15.98, 'Čt': 15.98, 'Pá': 15.98, 'So': 16.98, 'Ne': 16.98}",info@caffreys.cz,{'hlavní telefon': '+420 224 828 031'},http://caffreys.cz,['hotově'],"['Předkrmy, Saláty, Dezerty', 'Sendviče, Masa', 'Koktejly, Whiskey, Nápoje']","['Restaurační', 'Barové']",,"{'latitude': 50.08836, 'longitude': 14.4218}"
201,CAFFREY'S IRISH BAR,"Staroměstské nám. 10/608, 110 00 Praha 1-Staré Město",Praha 1,0.0,0,,,wicklowgoat@gmail.com,{'hlavní telefon': '+420 603 727 747'},http://www.caffreys.cz,,,['Irská hospoda'],,"{'latitude': 50.088357, 'longitude': 14.421804}"
202,CAI SHEN s.r.o.,"Jugoslávských partyzánů 7/1426, 160 00 Praha 6-Dejvice",Praha 6,0.0,0,,,,{'hlavní telefon': '+420 233 334 088'},,,,,,"{'latitude': 50.105061, 'longitude': 14.39442}"
203,CANTINETTA FIORENTINA,"Pařížská 17/98, 110 00 Praha 1-Josefov",Praha 1,0.0,0,"{'Po': '11 - 23:59', 'Út': '11 - 23:59', 'St': '11 - 23:59', 'Čt': '11 - 23:59', 'Pá': '11 - 23:59', 'So': '11 - 23:59', 'Ne': '11 - 23:59'}","{'Po': 12.98, 'Út': 12.98, 'St': 12.98, 'Čt': 12.98, 'Pá': 12.98, 'So': 12.98, 'Ne': 12.98}",info@cantinetta.cz,{'hlavní telefon': '+420 222 326 203'},,"['hotově', 'CCS', 'American Express', 'MASTERCARD', 'VISA']","['Italské suroviny', 'Italská vína']","['Pořádání firemních večírků', 'VIP salónek', 'Rezervace', 'Oddělený kuřácký bar']","['Illy', 'San Pellegrino', 'Pilsner Urquell', 'Ruinart', 'Krug', 'Ferrari', 'Hennessy X.O.', 'Remy Martin Luis XIII', 'Glenmorangie 18y & 25y', ""Glenmorangie Nectar D'or"", 'Royal Oporto']","{'latitude': 50.089793, 'longitude': 14.418946}"
204,CANZONE,"Eliášova 7/331, 160 00 Praha 6-Dejvice",Praha 6,0.0,0,"{'Po': '10 - 23', 'Út': '10 - 23', 'St': '10 - 23', 'Čt': '10 - 23', 'Pá': '10 - 23', 'So': '10 - 23', 'Ne': '10 - 23'}","{'Po': 13.0, 'Út': 13.0, 'St': 13.0, 'Čt': 13.0, 'Pá': 13.0, 'So': 13.0, 'Ne': 13.0}",canzone@canzone.cz,{'hlavní telefon': '+420 224 325 226'},http://www.canzone.cz,['hotově'],['Pizzerie'],"['Zahrádka', 'Nekuřácká restaurace']",,"{'latitude': 50.098582, 'longitude': 14.401672}"
205,"CARIOCA PRAHA, spol. s r.o.","Plzeňská 8/233, 150 00 Praha 5-Smíchov",Praha 5,0.0,0,,,,{'hlavní telefon': '+420 257 941 588'},,,,,,"{'latitude': 50.073063, 'longitude': 14.401937}"
206,Carmine Mastrocinque,"Melantrichova 465/11, 110 00 Praha 1-Staré Město",Praha 1,0.0,0,,,,{'hlavní telefon': '+420 224 221 496'},,,,,,"{'latitude': 50.0854948, 'longitude': 14.4206003}"
207,Cartelo Alto s.r.o.,"Vyšehradská 9/415, 128 00 Praha 2-Nové Město",Praha 2,88.0,1,,,cartelloalto@cartello.cz,{'hlavní telefon': '+420 224 921 229'},http://www.cartello.cz,,,,,"{'latitude': 50.068469, 'longitude': 14.417048}"
208,CASA ANDINA,"Dušní 15/6, 110 00 Praha 1-Josefov",Praha 1,0.0,0,"{'Po': '16 - 23:59', 'Út': '16 - 23:59', 'St': '16 - 23:59', 'Čt': '16 - 23:59', 'Pá': '16 - 23:59', 'So': '16 - 23:59', 'Ne': None}","{'Po': 7.98, 'Út': 7.98, 'St': 7.98, 'Čt': 7.98, 'Pá': 7.98, 'So': 7.98, 'Ne': None}",,{'hlavní telefon': '+420 224 815 996'},,['hotově'],,"['Peruánská kuchyně', 'Nápojový lístek', 'Vinný lístek', 'Jídelní lístek', 'Rezervace']",,"{'latitude': 50.090854, 'longitude': 14.420271}"
209,"CASA DE CARLI, s.r.o.","Vězeňská 5/116, 110 00 Praha 1-Staré Město",Praha 1,0.0,0,"{'Po': '11 - 23', 'Út': '11 - 23', 'St': '11 - 23', 'Čt': '11 - 23', 'Pá': '11 - 23', 'So': '11 - 23', 'Ne': '11 - 23'}","{'Po': 12.0, 'Út': 12.0, 'St': 12.0, 'Čt': 12.0, 'Pá': 12.0, 'So': 12.0, 'Ne': 12.0}",info@casadecarli.com,{'hlavní telefon': '+420 224 816 688'},http://casadecarli.cz,['hotově'],"['Italská kuchyně', 'Ryby', 'Bezlepková strava']","['Nekuřácká restaurace', 'Zahrádka', 'Vstup se zvířetem']",,"{'latitude': 50.090558, 'longitude': 14.421683}"
210,CASA LUSITANA,"Křižíkova 115/488, 186 00 Praha 8-Karlín",Praha 8,0.0,0,"{'Po': '11 - 22', 'Út': '11 - 22', 'St': '11 - 22', 'Čt': '11 - 22', 'Pá': '11 - 22', 'So': None, 'Ne': None}","{'Po': 11.0, 'Út': 11.0, 'St': 11.0, 'Čt': 11.0, 'Pá': 11.0, 'So': None, 'Ne': None}",,{'hlavní telefon': '+420 224 815 701'},http://www.casalusitana.eu,['hotově'],,,,"{'latitude': 50.09397, 'longitude': 14.45685}"
211,CASIMIRIA s.r.o.,"náměstí 14. října 1307/2, 150 00 Praha-Smíchov",Praha 5,0.0,0,,,,{'hlavní telefon': '+420 607 458 067'},,,,,,"{'latitude': 50.073008, 'longitude': 14.4076331}"
212,CATHEDRALE,"Truhlářská 23/1520, 110 00 Praha 1-Nové Město",Praha 1,0.0,0,,,,{'hlavní telefon': '+420 773 977 233'},,,,,,"{'latitude': 50.090787, 'longitude': 14.430281}"
213,CENTRAL PARK - U ČERNÝ PLÍCE,"Karlínské nám. 4/217, 186 00 Praha 8-Karlín",Praha 8,0.0,0,"{'Po': '11:30 - 23:30', 'Út': '11:30 - 23:30', 'St': '11:30 - 23:30', 'Čt': '11:30 - 23:30', 'Pá': '11:30 - 23:59', 'So': ['0 - 1', '18 - 23:59'], 'Ne': '0 - 5'}","{'Po': 12.0, 'Út': 12.0, 'St': 12.0, 'Čt': 12.0, 'Pá': 12.48, 'So': 6.98, 'Ne': 5.0}",info@restaurantucernyplice.cz,{'hlavní telefon': '+420 224 829 308'},http://www.restaurantcentralpark.cz,"['VISA', 'hotově', 'MASTERCARD']",,,,"{'latitude': 50.09259, 'longitude': 14.4486}"
214,CENTRUM LISBOA,"Argentinská 1/702, 170 00 Praha 7-Holešovice",Praha 7,0.0,0,,,,{'hlavní telefon': '+420 266 711 156'},,,,,,"{'latitude': 50.098712, 'longitude': 14.442928}"
215,Cihelna La Familia,"Křižíkova 26/179, 186 00 Praha 8-Karlín",Praha 8,92.0,2,,,info@cihelna-lafamilia.cz,{'hlavní telefon': '+420 222 311 233'},http://www.cihelna-lafamilia.cz,,,,,"{'latitude': 50.091938, 'longitude': 14.449058}"
